dataset,method,series,origin,weighted_quantile_loss,coverage_80,normalized_width_80
m4_weekly,chronos,7,2239,0.10330844292273889,1.0,0.5384615384615384
m4_weekly,chronos,7,2283,0.07816725999881058,0.9230769230769231,0.5096153846153846
m4_weekly,chronos,8,1885,0.5834948882078513,0.7692307692307693,2.9194711538461537
m4_weekly,chronos,8,1927,0.6354436287513145,0.9230769230769231,5.350961538461538
m4_weekly,chronos,8,1969,1.0318457774626904,0.6153846153846154,4.278846153846154
m4_weekly,chronos,8,2011,0.7339982008322691,0.7692307692307693,4.302884615384615
m4_weekly,chronos,8,2052,0.8557854285606971,1.0,6.524038461538462
m4_weekly,chronos,8,2094,0.8459624266013123,0.9230769230769231,5.9375
m4_weekly,chronos,8,2136,1.0390467325846355,0.8461538461538461,5.076923076923077
m4_weekly,chronos,8,2178,1.0208951901166865,0.7692307692307693,5.375
m4_weekly,chronos,9,338,0.18013357138022398,0.15384615384615385,0.4801682692307692
m4_weekly,chronos,9,344,0.09197401664195914,0.23076923076923078,0.19651442307692307
m4_weekly,chronos,9,350,0.16677345740489471,0.15384615384615385,0.3356370192307692
m4_weekly,chronos,9,356,0.14947430537297174,0.38461538461538464,0.3855168269230769
m4_weekly,chronos,9,361,0.1640452666160388,0.38461538461538464,0.35606971153846156
m4_weekly,chronos,9,367,0.1426675594769991,0.6153846153846154,0.5010516826923077
m4_weekly,chronos,9,373,0.1702998983554351,0.46153846153846156,0.4912860576923077
m4_weekly,chronos,9,379,0.2002405557876978,0.23076923076923078,0.4690504807692308
m4_weekly,chronos,10,1050,0.10128119175250712,0.6153846153846154,0.2956730769230769
m4_weekly,chronos,10,1072,0.053142289931957534,0.6923076923076923,0.27103365384615385
m4_weekly,chronos,10,1095,0.04206935992607703,1.0,0.28365384615384615
m4_weekly,chronos,10,1117,0.09771240674532376,0.6923076923076923,0.3252704326923077
m4_weekly,chronos,10,1140,0.05973709577169173,0.8461538461538461,0.33822397085336536
m4_weekly,chronos,10,1162,0.11992302445264962,0.38461538461538464,0.4306640625
